id,sign,type,m,sigma,graphtype,src,isValidation,answer,error,unsignedError,index,,,
15,-1,line,0.1,0.05,trig,data/P15/trig/line/S0.05m-0.1.png,,,,,19,-0.1,,
15,1,line,0.8,0.05,line,data/P15/line/line/S0.05m0.8.png,,,,,20,0.8,,
15,-1,line,0.2,0.05,trig,data/P15/trig/line/S0.05m-0.2.png,,,,,21,-0.2,,
15,-1,line,0.4,0.05,trig,data/P15/trig/line/S0.05m-0.4.png,,,,,22,-0.4,,
15,-1,line,0.8,0.05,line,data/P15/line/line/S0.05m-0.8.png,,,,,23,-0.8,,
15,1,line,0.4,0.05,quad,data/P15/quad/line/S0.05m0.4.png,,,,,24,0.4,,
15,1,line,0.1,0.2,quad,data/P15/quad/line/S0.2m0.1.png,,,,,25,0.1,,
15,1,line,0.2,0.2,trig,data/P15/trig/line/S0.2m0.2.png,,,,,26,0.2,,
15,-1,linetrend,0.8,0.05,line,data/P15/line/linetrend/S0.05m-0.8.png,1,,,,27,-0.8,,
15,-1,line,0.1,0.2,trig,data/P15/trig/line/S0.2m-0.1.png,,,,,28,-0.1,,
15,1,line,0.8,0.2,trig,data/P15/trig/line/S0.2m0.8.png,,,,,29,0.8,,
15,-1,line,0.2,0.2,trig,data/P15/trig/line/S0.2m-0.2.png,,,,,30,-0.2,,
15,-1,line,0.4,0.2,trig,data/P15/trig/line/S0.2m-0.4.png,,,,,31,-0.4,,
15,-1,line,0.8,0.2,line,data/P15/line/line/S0.2m-0.8.png,,,,,32,-0.8,,
15,1,line,0.4,0.2,line,data/P15/line/line/S0.2m0.4.png,,,,,33,0.4,,
15,1,scatter,0.1,0.1,line,data/P15/line/scatter/S0.1m0.1.png,,,,,34,0.1,,
15,1,scatter,0.2,0.1,quad,data/P15/quad/scatter/S0.1m0.2.png,,,,,35,0.2,,
15,-1,scatter,0.1,0.1,line,data/P15/line/scatter/S0.1m-0.1.png,,,,,36,-0.1,,
15,1,scatter,0.8,0.1,quad,data/P15/quad/scatter/S0.1m0.8.png,,,,,37,0.8,,
15,-1,scatter,0.2,0.1,line,data/P15/line/scatter/S0.1m-0.2.png,,,,,38,-0.2,,
15,-1,scatter,0.4,0.1,quad,data/P15/quad/scatter/S0.1m-0.4.png,,,,,39,-0.4,,
15,-1,scatter,0.8,0.1,line,data/P15/line/scatter/S0.1m-0.8.png,,,,,40,-0.8,,
15,1,scatter,0.4,0.1,quad,data/P15/quad/scatter/S0.1m0.4.png,,,,,41,0.4,,
15,1,scatter,0.1,0.15,line,data/P15/line/scatter/S0.15m0.1.png,,,,,42,0.1,,
15,1,scatter,0.2,0.15,line,data/P15/line/scatter/S0.15m0.2.png,,,,,43,0.2,,
15,-1,scatter,0.1,0.15,line,data/P15/line/scatter/S0.15m-0.1.png,,,,,44,-0.1,,
15,1,scatter,0.8,0.15,trig,data/P15/trig/scatter/S0.15m0.8.png,,,,,45,0.8,,
15,-1,scatter,0.2,0.15,quad,data/P15/quad/scatter/S0.15m-0.2.png,,,,,46,-0.2,,
15,-1,scatter,0.4,0.15,line,data/P15/line/scatter/S0.15m-0.4.png,,,,,47,-0.4,,
15,-1,scatter,0.8,0.15,line,data/P15/line/scatter/S0.15m-0.8.png,,,,,48,-0.8,,
15,-1,scattertrend,0.4,0.2,trig,data/P15/trig/scattertrend/S0.2m-0.4.png,1,,,,49,-0.4,,
15,1,scatter,0.4,0.15,line,data/P15/line/scatter/S0.15m0.4.png,,,,,50,0.4,,
15,1,scatter,0.1,0.05,trig,data/P15/trig/scatter/S0.05m0.1.png,,,,,51,0.1,,
15,1,scatter,0.2,0.05,line,data/P15/line/scatter/S0.05m0.2.png,,,,,52,0.2,,
15,-1,scatter,0.1,0.05,trig,data/P15/trig/scatter/S0.05m-0.1.png,,,,,53,-0.1,,
15,1,scatter,0.8,0.05,line,data/P15/line/scatter/S0.05m0.8.png,,,,,54,0.8,,
15,-1,scatter,0.2,0.05,line,data/P15/line/scatter/S0.05m-0.2.png,,,,,55,-0.2,,
15,-1,scatter,0.4,0.05,trig,data/P15/trig/scatter/S0.05m-0.4.png,,,,,56,-0.4,,
15,-1,scatter,0.8,0.05,line,data/P15/line/scatter/S0.05m-0.8.png,,,,,57,-0.8,,
15,1,scatter,0.4,0.05,line,data/P15/line/scatter/S0.05m0.4.png,,,,,58,0.4,,
15,1,scatter,0.1,0.2,quad,data/P15/quad/scatter/S0.2m0.1.png,,,,,59,0.1,,
15,1,scatter,0.2,0.2,quad,data/P15/quad/scatter/S0.2m0.2.png,,,,,60,0.2,,
15,-1,scatter,0.1,0.2,trig,data/P15/trig/scatter/S0.2m-0.1.png,,,,,61,-0.1,,
15,1,scatter,0.8,0.2,quad,data/P15/quad/scatter/S0.2m0.8.png,,,,,62,0.8,,
15,-1,scatter,0.2,0.2,trig,data/P15/trig/scatter/S0.2m-0.2.png,,,,,63,-0.2,,
15,-1,scatter,0.4,0.2,quad,data/P15/quad/scatter/S0.2m-0.4.png,,,,,64,-0.4,,
15,-1,scatter,0.8,0.2,line,data/P15/line/scatter/S0.2m-0.8.png,,,,,65,-0.8,,
15,1,scatter,0.4,0.2,quad,data/P15/quad/scatter/S0.2m0.4.png,,,,,66,0.4,,
15,1,area,0.1,0.1,quad,data/P15/quad/area/S0.1m0.1.png,,,,,67,0.1,,
15,1,area,0.2,0.1,trig,data/P15/trig/area/S0.1m0.2.png,,,,,68,0.2,,
15,-1,area,0.1,0.1,line,data/P15/line/area/S0.1m-0.1.png,,,,,69,-0.1,,
15,1,area,0.8,0.1,quad,data/P15/quad/area/S0.1m0.8.png,,,,,70,0.8,,
15,-1,area,0.2,0.1,line,data/P15/line/area/S0.1m-0.2.png,,,,,71,-0.2,,
15,-1,area,0.4,0.1,quad,data/P15/quad/area/S0.1m-0.4.png,,,,,72,-0.4,,
15,-1,area,0.8,0.1,trig,data/P15/trig/area/S0.1m-0.8.png,,,,,73,-0.8,,
15,1,areatrend,0.2,0.2,line,data/P15/line/areatrend/S0.2m0.2.png,1,,,,74,0.2,,
15,1,area,0.4,0.1,trig,data/P15/trig/area/S0.1m0.4.png,,,,,75,0.4,,
15,1,area,0.1,0.15,trig,data/P15/trig/area/S0.15m0.1.png,,,,,76,0.1,,
15,1,area,0.2,0.15,trig,data/P15/trig/area/S0.15m0.2.png,,,,,77,0.2,,
15,-1,area,0.1,0.15,quad,data/P15/quad/area/S0.15m-0.1.png,,,,,78,-0.1,,
15,1,area,0.8,0.15,quad,data/P15/quad/area/S0.15m0.8.png,,,,,79,0.8,,
15,-1,area,0.2,0.15,trig,data/P15/trig/area/S0.15m-0.2.png,,,,,80,-0.2,,
15,-1,area,0.4,0.15,trig,data/P15/trig/area/S0.15m-0.4.png,,,,,81,-0.4,,
15,-1,area,0.8,0.15,line,data/P15/line/area/S0.15m-0.8.png,,,,,82,-0.8,,
15,1,area,0.4,0.15,trig,data/P15/trig/area/S0.15m0.4.png,,,,,83,0.4,,
15,1,area,0.1,0.05,quad,data/P15/quad/area/S0.05m0.1.png,,,,,84,0.1,,
15,1,area,0.2,0.05,line,data/P15/line/area/S0.05m0.2.png,,,,,85,0.2,,
15,-1,area,0.1,0.05,quad,data/P15/quad/area/S0.05m-0.1.png,,,,,86,-0.1,,
15,1,area,0.8,0.05,line,data/P15/line/area/S0.05m0.8.png,,,,,87,0.8,,
15,-1,area,0.2,0.05,quad,data/P15/quad/area/S0.05m-0.2.png,,,,,88,-0.2,,
15,-1,area,0.4,0.05,quad,data/P15/quad/area/S0.05m-0.4.png,,,,,89,-0.4,,
15,-1,area,0.8,0.05,trig,data/P15/trig/area/S0.05m-0.8.png,,,,,90,-0.8,,
15,1,area,0.4,0.05,line,data/P15/line/area/S0.05m0.4.png,,,,,91,0.4,,
15,1,area,0.1,0.2,quad,data/P15/quad/area/S0.2m0.1.png,,,,,92,0.1,,
15,1,area,0.2,0.2,quad,data/P15/quad/area/S0.2m0.2.png,,,,,93,0.2,,
15,-1,area,0.1,0.2,quad,data/P15/quad/area/S0.2m-0.1.png,,,,,94,-0.1,,
15,1,area,0.8,0.2,line,data/P15/line/area/S0.2m0.8.png,,,,,95,0.8,,
15,-1,area,0.2,0.2,quad,data/P15/quad/area/S0.2m-0.2.png,,,,,96,-0.2,,
15,-1,area,0.4,0.2,quad,data/P15/quad/area/S0.2m-0.4.png,,,,,97,-0.4,,
15,-1,area,0.8,0.2,trig,data/P15/trig/area/S0.2m-0.8.png,,,,,98,-0.8,,
15,1,area,0.4,0.2,trig,data/P15/trig/area/S0.2m0.4.png,,,,,99,0.4,,
