id,sign,type,m,sigma,graphtype,src,isValidation,answer,error,unsignedError,index,
4,1,area,0.1,0.15,line,data/P4/line/area/S0.15m0.1.png,,,,,70,
4,1,area,0.4,0.15,trig,data/P4/trig/area/S0.15m0.4.png,,,,,71,
4,1,area,0.8,0.15,trig,data/P4/trig/area/S0.15m0.8.png,,,,,72,
4,1,areatrend,0.4,0.15,quad,data/P4/trig/area/S0.15m0.8.png,1,,,,73,
4,-1,area,0.1,0.15,trig,data/P4/trig/area/S0.15m-0.1.png,,,,,74,
4,-1,area,0.8,0.15,quad,data/P4/quad/area/S0.15m-0.8.png,,,,,75,
4,-1,area,0.2,0.2,trig,data/P4/trig/area/S0.2m-0.2.png,,,,,76,
4,-1,area,0.4,0.2,quad,data/P4/quad/area/S0.2m-0.4.png,,,,,77,
4,1,area,0.2,0.2,trig,data/P4/trig/area/S0.2m0.2.png,,,,,78,
4,1,area,0.1,0.2,line,data/P4/line/area/S0.2m0.1.png,,,,,79,
4,1,area,0.4,0.2,quad,data/P4/quad/area/S0.2m0.4.png,,,,,80,
4,1,area,0.8,0.2,trig,data/P4/trig/area/S0.2m0.8.png,,,,,81,
4,-1,area,0.1,0.2,line,data/P4/line/area/S0.2m-0.1.png,,,,,82,
4,-1,area,0.8,0.2,quad,data/P4/quad/area/S0.2m-0.8.png,,,,,83,
4,-1,area,0.2,0.1,trig,data/P4/trig/area/S0.1m-0.2.png,,,,,84,
4,-1,area,0.4,0.1,trig,data/P4/trig/area/S0.1m-0.4.png,,,,,85,
4,1,area,0.2,0.1,quad,data/P4/quad/area/S0.1m0.2.png,,,,,86,
4,1,area,0.1,0.1,line,data/P4/line/area/S0.1m0.1.png,,,,,87,
4,1,area,0.4,0.1,line,data/P4/line/area/S0.1m0.4.png,,,,,88,
4,1,area,0.8,0.1,trig,data/P4/trig/area/S0.1m0.8.png,,,,,89,
4,-1,area,0.1,0.1,line,data/P4/line/area/S0.1m-0.1.png,,,,,90,
4,-1,area,0.8,0.1,quad,data/P4/quad/area/S0.1m-0.8.png,,,,,91,
4,-1,area,0.2,0.05,trig,data/P4/trig/area/S0.05m-0.2.png,,,,,92,
4,-1,area,0.4,0.05,quad,data/P4/quad/area/S0.05m-0.4.png,,,,,93,
4,1,area,0.2,0.05,line,data/P4/line/area/S0.05m0.2.png,,,,,94,
4,1,area,0.1,0.05,line,data/P4/line/area/S0.05m0.1.png,,,,,95,
4,1,area,0.4,0.05,quad,data/P4/quad/area/S0.05m0.4.png,,,,,96,
4,1,area,0.8,0.05,trig,data/P4/trig/area/S0.05m0.8.png,,,,,97,
4,-1,area,0.1,0.05,trig,data/P4/trig/area/S0.05m-0.1.png,,,,,98,
4,-1,area,0.8,0.05,line,data/P4/line/area/S0.05m-0.8.png,,,,,99,
