id,sign,type,m,sigma,graphtype,src,isValidation,answer,error,unsignedError,index,,,
14,1,line,0.4,0.15,trig,data/P14/trig/line/S0.15m0.4.png,,,,,28,0.4,,
14,-1,linetrend,0.4,0.2,quad,data/P14/quad/linetrend/S0.2m-0.4.png,1,,,,29,-0.4,,
14,-1,line,0.1,0.15,quad,data/P14/quad/line/S0.15m-0.1.png,,,,,30,-0.1,,
14,-1,line,0.2,0.15,trig,data/P14/trig/line/S0.15m-0.2.png,,,,,31,-0.2,,
14,-1,line,0.4,0.15,trig,data/P14/trig/line/S0.15m-0.4.png,,,,,32,-0.4,,
14,1,line,0.2,0.15,line,data/P14/line/line/S0.15m0.2.png,,,,,33,0.2,,
14,-1,scatter,0.8,0.05,trig,data/P14/trig/scatter/S0.05m-0.8.png,,,,,34,-0.8,,
14,1,scatter,0.1,0.05,trig,data/P14/trig/scatter/S0.05m0.1.png,,,,,35,0.1,,
14,1,scatter,0.8,0.05,quad,data/P14/quad/scatter/S0.05m0.8.png,,,,,36,0.8,,
14,1,scatter,0.4,0.05,line,data/P14/line/scatter/S0.05m0.4.png,,,,,37,0.4,,
14,-1,scatter,0.1,0.05,trig,data/P14/trig/scatter/S0.05m-0.1.png,,,,,38,-0.1,,
14,-1,scatter,0.2,0.05,trig,data/P14/trig/scatter/S0.05m-0.2.png,,,,,39,-0.2,,
14,-1,scatter,0.4,0.05,trig,data/P14/trig/scatter/S0.05m-0.4.png,,,,,40,-0.4,,
14,1,scatter,0.2,0.05,trig,data/P14/trig/scatter/S0.05m0.2.png,,,,,41,0.2,,
14,-1,scatter,0.8,0.1,line,data/P14/line/scatter/S0.1m-0.8.png,,,,,42,-0.8,,
14,1,scatter,0.1,0.1,trig,data/P14/trig/scatter/S0.1m0.1.png,,,,,43,0.1,,
14,1,scatter,0.8,0.1,line,data/P14/line/scatter/S0.1m0.8.png,,,,,44,0.8,,
14,1,scatter,0.4,0.1,trig,data/P14/trig/scatter/S0.1m0.4.png,,,,,45,0.4,,
14,-1,scatter,0.1,0.1,line,data/P14/line/scatter/S0.1m-0.1.png,,,,,46,-0.1,,
14,-1,scatter,0.2,0.1,line,data/P14/line/scatter/S0.1m-0.2.png,,,,,47,-0.2,,
14,-1,scatter,0.4,0.1,trig,data/P14/trig/scatter/S0.1m-0.4.png,,,,,48,-0.4,,
14,1,scatter,0.2,0.1,quad,data/P14/quad/scatter/S0.1m0.2.png,,,,,49,0.2,,
14,-1,scatter,0.8,0.2,quad,data/P14/quad/scatter/S0.2m-0.8.png,,,,,50,-0.8,,
14,1,scatter,0.1,0.2,trig,data/P14/trig/scatter/S0.2m0.1.png,,,,,51,0.1,,
14,1,scatter,0.8,0.2,quad,data/P14/quad/scatter/S0.2m0.8.png,,,,,52,0.8,,
14,1,scatter,0.4,0.2,quad,data/P14/quad/scatter/S0.2m0.4.png,,,,,53,0.4,,
14,-1,scatter,0.1,0.2,trig,data/P14/trig/scatter/S0.2m-0.1.png,,,,,54,-0.1,,
14,-1,scatter,0.2,0.2,quad,data/P14/quad/scatter/S0.2m-0.2.png,,,,,55,-0.2,,
14,-1,scatter,0.4,0.2,quad,data/P14/quad/scatter/S0.2m-0.4.png,,,,,56,-0.4,,
14,1,scatter,0.2,0.2,trig,data/P14/trig/scatter/S0.2m0.2.png,,,,,57,0.2,,
14,-1,scatter,0.8,0.15,line,data/P14/line/scatter/S0.15m-0.8.png,,,,,58,-0.8,,
14,1,scatter,0.1,0.15,line,data/P14/line/scatter/S0.15m0.1.png,,,,,59,0.1,,
14,-1,scattertrend,0.4,0.05,trig,data/P14/trig/scattertrend/S0.05m-0.4.png,1,,,,60,-0.4,,
14,1,scatter,0.8,0.15,quad,data/P14/quad/scatter/S0.15m0.8.png,,,,,61,0.8,,
14,1,scatter,0.4,0.15,quad,data/P14/quad/scatter/S0.15m0.4.png,,,,,62,0.4,,
14,-1,scatter,0.1,0.15,trig,data/P14/trig/scatter/S0.15m-0.1.png,,,,,63,-0.1,,
14,-1,scatter,0.2,0.15,trig,data/P14/trig/scatter/S0.15m-0.2.png,,,,,64,-0.2,,
14,-1,scatter,0.4,0.15,line,data/P14/line/scatter/S0.15m-0.4.png,,,,,65,-0.4,,
14,1,scatter,0.2,0.15,line,data/P14/line/scatter/S0.15m0.2.png,,,,,66,0.2,,
14,-1,area,0.8,0.05,line,data/P14/line/area/S0.05m-0.8.png,,,,,67,-0.8,,
14,1,area,0.1,0.05,quad,data/P14/quad/area/S0.05m0.1.png,,,,,68,0.1,,
14,1,area,0.8,0.05,trig,data/P14/trig/area/S0.05m0.8.png,,,,,69,0.8,,
14,1,area,0.4,0.05,quad,data/P14/quad/area/S0.05m0.4.png,,,,,70,0.4,,
14,-1,area,0.1,0.05,trig,data/P14/trig/area/S0.05m-0.1.png,,,,,71,-0.1,,
14,-1,area,0.2,0.05,quad,data/P14/quad/area/S0.05m-0.2.png,,,,,72,-0.2,,
14,-1,area,0.4,0.05,quad,data/P14/quad/area/S0.05m-0.4.png,,,,,73,-0.4,,
14,1,area,0.2,0.05,quad,data/P14/quad/area/S0.05m0.2.png,,,,,74,0.2,,
14,-1,area,0.8,0.1,trig,data/P14/trig/area/S0.1m-0.8.png,,,,,75,-0.8,,
14,1,area,0.1,0.1,quad,data/P14/quad/area/S0.1m0.1.png,,,,,76,0.1,,
14,1,area,0.8,0.1,line,data/P14/line/area/S0.1m0.8.png,,,,,77,0.8,,
14,1,area,0.4,0.1,line,data/P14/line/area/S0.1m0.4.png,,,,,78,0.4,,
14,-1,area,0.1,0.1,trig,data/P14/trig/area/S0.1m-0.1.png,,,,,79,-0.1,,
14,-1,area,0.2,0.1,line,data/P14/line/area/S0.1m-0.2.png,,,,,80,-0.2,,
14,-1,area,0.4,0.1,line,data/P14/line/area/S0.1m-0.4.png,,,,,81,-0.4,,
14,1,area,0.2,0.1,line,data/P14/line/area/S0.1m0.2.png,,,,,82,0.2,,
14,1,areatrend,0.8,0.2,line,data/P14/line/areatrend/S0.2m0.8.png,1,,,,83,0.8,,
14,-1,area,0.8,0.2,trig,data/P14/trig/area/S0.2m-0.8.png,,,,,84,-0.8,,
14,1,area,0.1,0.2,line,data/P14/line/area/S0.2m0.1.png,,,,,85,0.1,,
14,1,area,0.8,0.2,quad,data/P14/quad/area/S0.2m0.8.png,,,,,86,0.8,,
14,1,area,0.4,0.2,quad,data/P14/quad/area/S0.2m0.4.png,,,,,87,0.4,,
14,-1,area,0.1,0.2,trig,data/P14/trig/area/S0.2m-0.1.png,,,,,88,-0.1,,
14,-1,area,0.2,0.2,line,data/P14/line/area/S0.2m-0.2.png,,,,,89,-0.2,,
14,-1,area,0.4,0.2,quad,data/P14/quad/area/S0.2m-0.4.png,,,,,90,-0.4,,
14,1,area,0.2,0.2,quad,data/P14/quad/area/S0.2m0.2.png,,,,,91,0.2,,
14,-1,area,0.8,0.15,line,data/P14/line/area/S0.15m-0.8.png,,,,,92,-0.8,,
14,1,area,0.1,0.15,line,data/P14/line/area/S0.15m0.1.png,,,,,93,0.1,,
14,1,area,0.8,0.15,line,data/P14/line/area/S0.15m0.8.png,,,,,94,0.8,,
14,1,area,0.4,0.15,quad,data/P14/quad/area/S0.15m0.4.png,,,,,95,0.4,,
14,-1,area,0.1,0.15,line,data/P14/line/area/S0.15m-0.1.png,,,,,96,-0.1,,
14,-1,area,0.2,0.15,trig,data/P14/trig/area/S0.15m-0.2.png,,,,,97,-0.2,,
14,-1,area,0.4,0.15,line,data/P14/line/area/S0.15m-0.4.png,,,,,98,-0.4,,
14,1,area,0.2,0.15,trig,data/P14/trig/area/S0.15m0.2.png,,,,,99,0.2,,
