id,sign,type,m,sigma,graphtype,src,isValidation,answer,error,unsignedError,index,,,
12,1,scatter,0.8,0.1,quad,data/P12/quad/scatter/S0.1m0.8.png,,,,,55,0.8,,
12,-1,scatter,0.1,0.1,line,data/P12/line/scatter/S0.1m-0.1.png,,,,,56,-0.1,,
12,-1,scatter,0.8,0.1,trig,data/P12/trig/scatter/S0.1m-0.8.png,,,,,57,-0.8,,
12,-1,scatter,0.2,0.05,trig,data/P12/trig/scatter/S0.05m-0.2.png,,,,,58,-0.2,,
12,-1,scatter,0.4,0.05,trig,data/P12/trig/scatter/S0.05m-0.4.png,,,,,59,-0.4,,
12,1,scatter,0.2,0.05,trig,data/P12/trig/scatter/S0.05m0.2.png,,,,,60,0.2,,
12,1,scatter,0.1,0.05,trig,data/P12/trig/scatter/S0.05m0.1.png,,,,,61,0.1,,
12,1,scatter,0.4,0.05,quad,data/P12/quad/scatter/S0.05m0.4.png,,,,,62,0.4,,
12,1,scatter,0.8,0.05,trig,data/P12/trig/scatter/S0.05m0.8.png,,,,,63,0.8,,
12,-1,scatter,0.1,0.05,line,data/P12/line/scatter/S0.05m-0.1.png,,,,,64,-0.1,,
12,-1,scatter,0.8,0.05,quad,data/P12/quad/scatter/S0.05m-0.8.png,,,,,65,-0.8,,
12,-1,area,0.2,0.15,quad,data/P12/quad/area/S0.15m-0.2.png,,,,,66,-0.2,,
12,-1,area,0.4,0.15,line,data/P12/line/area/S0.15m-0.4.png,,,,,67,-0.4,,
12,1,area,0.2,0.15,trig,data/P12/trig/area/S0.15m0.2.png,,,,,68,0.2,,
12,1,area,0.1,0.15,quad,data/P12/quad/area/S0.15m0.1.png,,,,,69,0.1,,
12,1,area,0.4,0.15,quad,data/P12/quad/area/S0.15m0.4.png,,,,,70,0.4,,
12,1,area,0.8,0.15,quad,data/P12/quad/area/S0.15m0.8.png,,,,,71,0.8,,
12,-1,area,0.1,0.15,quad,data/P12/quad/area/S0.15m-0.1.png,,,,,72,-0.1,,
12,-1,area,0.8,0.15,trig,data/P12/trig/area/S0.15m-0.8.png,,,,,73,-0.8,,
12,-1,area,0.2,0.2,quad,data/P12/quad/area/S0.2m-0.2.png,,,,,74,-0.2,,
12,-1,area,0.4,0.2,line,data/P12/line/area/S0.2m-0.4.png,,,,,75,-0.4,,
12,1,area,0.2,0.2,quad,data/P12/quad/area/S0.2m0.2.png,,,,,76,0.2,,
12,1,area,0.1,0.2,line,data/P12/line/area/S0.2m0.1.png,,,,,77,0.1,,
12,1,area,0.4,0.2,quad,data/P12/quad/area/S0.2m0.4.png,,,,,78,0.4,,
12,1,area,0.8,0.2,trig,data/P12/trig/area/S0.2m0.8.png,,,,,79,0.8,,
12,1,areatrend,0.4,0.05,quad,data/P12/quad/areatrend/S0.05m0.4.png,1,,,,80,0.4,,
12,-1,area,0.1,0.2,line,data/P12/line/area/S0.2m-0.1.png,,,,,81,-0.1,,
12,-1,area,0.8,0.2,trig,data/P12/trig/area/S0.2m-0.8.png,,,,,82,-0.8,,
12,-1,area,0.2,0.1,quad,data/P12/quad/area/S0.1m-0.2.png,,,,,83,-0.2,,
12,-1,area,0.4,0.1,quad,data/P12/quad/area/S0.1m-0.4.png,,,,,84,-0.4,,
12,1,area,0.2,0.1,trig,data/P12/trig/area/S0.1m0.2.png,,,,,85,0.2,,
12,1,area,0.1,0.1,quad,data/P12/quad/area/S0.1m0.1.png,,,,,86,0.1,,
12,1,area,0.4,0.1,trig,data/P12/trig/area/S0.1m0.4.png,,,,,87,0.4,,
12,1,area,0.8,0.1,trig,data/P12/trig/area/S0.1m0.8.png,,,,,88,0.8,,
12,-1,area,0.1,0.1,trig,data/P12/trig/area/S0.1m-0.1.png,,,,,89,-0.1,,
12,-1,area,0.8,0.1,line,data/P12/line/area/S0.1m-0.8.png,,,,,90,-0.8,,
12,-1,area,0.2,0.05,line,data/P12/line/area/S0.05m-0.2.png,,,,,91,-0.2,,
12,-1,area,0.4,0.05,line,data/P12/line/area/S0.05m-0.4.png,,,,,92,-0.4,,
12,1,area,0.2,0.05,quad,data/P12/quad/area/S0.05m0.2.png,,,,,93,0.2,,
12,-1,areatrend,0.1,0.15,trig,data/P12/trig/areatrend/S0.15m-0.1.png,1,,,,94,-0.1,,
12,1,area,0.1,0.05,line,data/P12/line/area/S0.05m0.1.png,,,,,95,0.1,,
12,1,area,0.4,0.05,trig,data/P12/trig/area/S0.05m0.4.png,,,,,96,0.4,,
12,1,area,0.8,0.05,line,data/P12/line/area/S0.05m0.8.png,,,,,97,0.8,,
12,-1,area,0.1,0.05,line,data/P12/line/area/S0.05m-0.1.png,,,,,98,-0.1,,
12,-1,area,0.8,0.05,quad,data/P12/quad/area/S0.05m-0.8.png,,,,,99,-0.8,,
